2012-01-27,0,4000.00,4000.00,679.60
2012-01-30,1,3320.40,3982.74,662.34
2012-01-31,2,2658.06,3989.02,665.48
2012-02-01,3,1992.58,3970.18,659.20
2012-02-02,4,1333.38,3976.46,660.77
2012-02-03,5,672.61,4086.31,682.74
2012-02-06,5,672.61,4133.41,692.16
2012-02-07,5,672.61,4102.01,685.88
2012-02-08,5,672.61,4015.66,668.61
2012-02-09,6,4.00,4006.24,667.04
2012-02-10,6,4.00,4100.44,682.74
2012-02-13,6,4.00,4100.44,682.74
2012-02-14,6,4.00,4128.70,687.45
2012-02-15,6,4.00,4241.68,706.28
2012-02-16,6,4.00,4166.38,693.73
2012-02-17,6,4.00,4138.12,689.02
2012-02-20,6,4.00,4081.60,679.60
2012-02-21,6,4.00,4204.00,700.00
2012-02-22,6,4.00,4354.72,725.12
2012-02-23,6,4.00,4524.22,753.37
2012-02-24,6,4.00,4477.12,745.52
2012-02-27,6,4.00,4486.54,747.09
2012-02-28,6,4.00,4382.98,729.83
2012-02-29,6,4.00,4401.82,732.97
2012-03-02,6,4.00,4477.12,745.52
2012-03-05,6,4.00,4382.98,729.83
2012-03-06,6,4.00,4392.40,731.40
2012-03-07,6,4.00,4439.44,739.24
2012-03-08,6,4.00,4279.36,712.56
2012-03-09,6,4.00,4392.40,731.40
2012-03-12,6,4.00,4552.48,758.08
2012-03-13,6,4.00,4495.96,748.66
2012-03-14,6,4.00,4448.86,740.81
2012-03-15,6,4.00,4467.70,743.95
2012-03-16,6,4.00,4430.02,737.67
2012-03-19,6,4.00,4495.96,748.66
2012-03-20,6,4.00,4505.38,750.23
2012-03-21,6,4.00,4703.14,783.19
2012-03-22,6,4.00,4608.94,767.49
2012-03-23,6,4.00,4646.62,773.77
2012-03-26,6,4.00,4731.40,787.90
2012-03-27,6,4.00,5004.46,833.41
2012-03-28,6,4.00,4929.16,820.86
2012-03-29,6,4.00,4778.44,795.74
2012-03-30,6,4.00,4900.90,816.15
2012-04-02,6,4.00,4882.06,813.01
2012-04-03,6,4.00,4919.74,819.29
2012-04-04,6,4.00,4778.44,795.74
2012-04-05,6,4.00,5164.60,860.10
2012-04-06,6,4.00,5126.92,853.82
2012-04-09,6,4.00,5060.98,842.83
2012-04-10,6,4.00,4995.04,831.84
2012-04-12,6,4.00,4985.68,830.28
2012-04-13,6,4.00,4938.58,822.43
2012-04-16,6,4.00,4882.06,813.01
2012-04-17,6,4.00,4948.00,824.00
2012-04-18,6,4.00,4966.84,827.14
2012-04-19,6,4.00,5070.40,844.40
2012-04-20,6,4.00,5032.72,838.12
2012-04-23,6,4.00,4938.58,822.43
2012-04-24,6,4.00,4703.14,783.19
2012-04-25,6,4.00,4816.12,802.02
2012-04-26,6,4.00,4853.80,808.30
2012-04-27,6,4.00,4740.82,789.47
2012-04-30,6,4.00,4825.54,803.59
2012-05-02,6,4.00,4712.56,784.76
2012-05-03,6,4.00,4806.70,800.45
2012-05-04,6,4.00,4656.04,775.34
2012-05-07,6,4.00,4599.52,765.92
2012-05-08,6,4.00,4495.96,748.66
2012-05-09,6,4.00,4797.34,798.89
2012-05-10,6,4.00,4618.36,769.06
2012-05-11,6,4.00,4514.80,751.80
2012-05-14,6,4.00,4495.96,748.66
2012-05-15,6,4.00,4373.56,728.26
2012-05-16,6,4.00,4279.36,712.56
2012-05-17,6,4.00,4194.58,698.43
2012-05-18,6,4.00,4222.84,703.14
2012-05-21,6,4.00,4317.04,718.84
2012-05-22,6,4.00,4317.04,718.84
2012-05-23,6,4.00,4335.88,721.98
2012-05-24,6,4.00,4411.18,734.53
2012-05-25,6,4.00,4335.88,721.98
2012-05-29,6,4.00,4269.94,710.99
2012-05-30,6,4.00,4439.44,739.24
2012-05-31,6,4.00,4571.32,761.22
2012-06-01,6,4.00,4524.22,753.37
2012-06-04,6,4.00,4448.86,740.81
2012-06-05,6,4.00,4448.86,740.81
2012-06-07,6,4.00,4561.90,759.65
2012-06-08,6,4.00,4693.72,781.62
2012-06-11,6,4.00,4543.06,756.51
2012-06-12,6,4.00,4608.94,767.49
2012-06-13,6,4.00,4618.36,769.06
2012-06-14,6,4.00,4618.36,769.06
2012-06-15,6,4.00,4580.74,762.79
2012-06-18,6,4.00,4571.32,761.22
2012-06-19,6,4.00,4646.62,773.77
2012-06-20,6,4.00,4665.46,776.91
2012-06-21,6,4.00,4693.72,781.62
2012-06-22,6,4.00,4533.64,754.94
2012-06-25,6,4.00,4448.86,740.81
2012-06-26,6,4.00,4411.18,734.53
2012-06-27,6,4.00,4571.32,761.22
2012-06-28,6,4.00,4618.36,769.06
2012-06-29,6,4.00,4712.56,784.76
2012-07-02,6,4.00,4599.52,765.92
2012-07-03,6,4.00,4656.04,775.34
2012-07-04,6,4.00,4853.80,808.30
2012-07-05,6,4.00,4919.74,819.29
2012-07-06,6,4.00,4853.80,808.30
2012-07-09,6,4.00,4966.84,827.14
2012-07-10,6,4.00,4787.86,797.31
2012-07-11,6,4.00,4778.44,795.74
2012-07-12,6,4.00,4646.62,773.77
2012-07-13,6,4.00,4787.86,797.31
2012-07-16,6,4.00,4769.08,794.18
2012-07-17,6,4.00,4721.98,786.33
2012-07-18,6,4.00,4787.86,797.31
2012-07-19,6,4.00,5070.40,844.40
2012-07-20,6,4.00,5013.88,834.98
2012-07-23,6,4.00,5108.08,850.68
2012-07-24,6,4.00,5060.98,842.83
2012-07-25,6,4.00,5032.72,838.12
2012-07-26,6,4.00,4891.48,814.58
2012-07-27,6,4.00,5183.38,863.23
2012-07-30,6,4.00,5079.82,845.97
2012-07-31,6,4.00,5183.38,863.23
2012-08-01,6,4.00,5221.06,869.51
2012-08-02,6,4.00,5155.18,858.53
2012-08-03,6,4.00,5164.60,860.10
2012-08-06,6,4.00,5126.92,853.82
2012-08-07,6,4.00,4948.00,824.00
2012-08-08,6,4.00,4976.26,828.71
2012-08-09,6,4.00,4966.84,827.14
2012-08-10,6,4.00,4721.98,786.33
2012-08-13,6,4.00,4646.62,773.77
2012-08-14,6,4.00,4787.86,797.31
2012-08-16,6,4.00,4844.38,806.73
2012-08-17,6,4.00,4844.38,806.73
2012-08-20,6,4.00,4948.00,824.00
2012-08-21,6,4.00,4938.58,822.43
2012-08-22,6,4.00,4929.16,820.86
2012-08-23,6,4.00,5032.72,838.12
2012-08-24,6,4.00,4882.06,813.01
2012-08-27,6,4.00,5004.46,833.41
2012-08-28,6,4.00,4919.74,819.29
2012-08-29,6,4.00,4882.06,813.01
2012-08-30,6,4.00,4957.42,825.57
2012-08-31,6,4.00,4891.48,814.58
2012-09-03,6,4.00,4900.90,816.15
2012-09-04,6,4.00,4995.04,831.84
2012-09-05,6,4.00,4900.90,816.15
2012-09-06,6,4.00,5042.14,839.69
2012-09-07,6,4.00,4966.84,827.14
2012-09-10,6,4.00,4891.48,814.58
2012-09-11,6,4.00,4995.04,831.84
2012-09-12,6,4.00,5230.48,871.08
2012-09-13,6,4.00,5221.06,869.51
2012-09-14,6,4.00,5268.16,877.36
2012-09-17,6,4.00,5032.72,838.12
2012-09-18,6,4.00,5070.40,844.40
2012-09-19,6,4.00,5126.92,853.82
2012-09-20,6,4.00,5221.06,869.51
2012-09-21,6,4.00,5221.06,869.51
2012-09-24,6,4.00,5362.30,893.05
2012-09-25,6,4.00,5183.38,863.23
2012-09-26,6,4.00,5098.66,849.11
2012-09-27,6,4.00,5211.64,867.94
2012-09-28,6,4.00,5475.34,911.89
2012-10-02,6,4.00,5268.16,877.36
2012-10-04,6,4.00,5183.38,863.23
2012-10-05,6,4.00,5334.10,888.35
2012-10-08,6,4.00,5239.90,872.65
2012-10-09,6,4.00,5183.38,863.23
2012-10-10,6,4.00,5117.50,852.25
2012-10-11,6,4.00,5221.06,869.51
2012-10-12,6,4.00,5079.82,845.97
2012-10-15,6,4.00,5202.22,866.37
2012-10-16,6,4.00,5230.48,871.08
2012-10-17,6,4.00,5079.82,845.97
2012-10-18,6,4.00,4825.54,803.59
2012-10-19,6,4.00,4834.96,805.16
2012-10-22,6,4.00,4900.90,816.15
2012-10-23,6,4.00,4806.70,800.45
2012-10-24,6,4.00,4891.48,814.58
2012-10-25,6,4.00,4976.26,828.71
2012-10-26,6,4.00,4693.72,781.62
2012-10-29,6,4.00,4703.14,783.19
2012-10-30,6,4.00,4665.46,776.91
2012-10-31,6,4.00,4759.66,792.61
2012-11-01,6,4.00,4769.08,794.18
2012-11-02,6,4.00,4693.72,781.62
2012-11-05,6,4.00,4806.70,800.45
2012-11-06,6,4.00,4797.34,798.89
2012-11-07,6,4.00,4778.44,795.74
2012-11-08,6,4.00,4900.90,816.15
2012-11-09,6,4.00,4797.34,798.89
2012-11-12,6,4.00,4844.38,806.73
2012-11-13,6,4.00,4731.40,787.90
2012-11-14,6,4.00,4448.86,740.81
2012-11-15,6,4.00,4543.06,756.51
2012-11-16,6,4.00,4599.52,765.92
2012-11-19,6,4.00,4656.04,775.34
2012-11-20,6,4.00,4948.00,824.00
2012-11-21,6,4.00,4929.16,820.86
2012-11-22,6,4.00,4938.58,822.43
2012-11-23,6,4.00,5004.46,833.41
2012-11-26,6,4.00,4995.04,831.84
2012-11-27,6,4.00,4853.80,808.30
2012-11-28,6,4.00,4825.54,803.59
2012-11-29,6,4.00,4787.86,797.31
2012-11-30,6,4.00,4750.24,791.04
2012-12-03,6,4.00,4938.58,822.43
2012-12-04,6,4.00,4966.84,827.14
2012-12-05,6,4.00,4769.08,794.18
2012-12-06,6,4.00,4392.40,731.40
2012-12-07,6,4.00,4486.54,747.09
2012-12-10,6,4.00,4561.90,759.65
2012-12-11,6,4.00,4561.90,759.65
2012-12-12,6,4.00,4430.02,737.67
2012-12-13,6,4.00,4514.80,751.80
2012-12-14,6,4.00,4448.86,740.81
2012-12-17,6,4.00,4279.36,712.56
2012-12-18,6,4.00,4354.72,725.12
2012-12-20,6,4.00,4081.60,679.60
2012-12-21,6,4.00,4279.36,712.56
2012-12-24,6,4.00,4335.88,721.98
2012-12-26,6,4.00,4260.52,709.42
2012-12-27,6,4.00,4241.68,706.28
2012-12-28,6,4.00,4279.36,712.56
2013-01-02,6,4.00,4288.78,714.13
2013-01-03,6,4.00,4166.38,693.73
2013-01-04,6,4.00,4269.94,710.99
2013-01-07,6,4.00,4524.22,753.37
2013-01-08,6,4.00,4467.70,743.95
2013-01-09,6,4.00,4401.82,732.97
2013-01-10,6,4.00,4317.04,718.84
2013-01-11,6,4.00,4307.62,717.27
2013-01-14,6,4.00,4467.70,743.95
2013-01-15,6,4.00,4420.60,736.10
2013-01-16,6,4.00,4373.56,728.26
2013-01-17,6,4.00,4420.60,736.10
2013-01-18,6,4.00,4467.70,743.95
2013-01-21,6,4.00,4580.74,762.79
2013-01-22,6,4.00,4646.62,773.77
2013-01-23,6,4.00,4665.46,776.91
2013-01-24,6,4.00,4656.04,775.34
2013-01-25,6,4.00,4684.30,780.05
2013-01-28,6,4.00,4693.72,781.62
2013-01-29,6,4.00,4571.32,761.22
2013-01-30,6,4.00,4608.94,767.49
2013-01-31,6,4.00,4543.06,756.51
2013-02-01,6,4.00,4637.20,772.20
2013-02-04,6,4.00,4580.74,762.79
2013-02-05,6,4.00,4364.14,726.69
2013-02-06,6,4.00,4269.94,710.99
2013-02-07,6,4.00,4401.82,732.97
2013-02-08,6,4.00,4448.86,740.81
2013-02-12,6,4.00,4430.02,737.67
2013-02-13,6,4.00,4590.10,764.35
2013-02-14,6,4.00,4580.74,762.79
2013-02-15,6,4.00,4646.62,773.77
2013-02-18,6,4.00,4627.78,770.63
2013-02-19,6,4.00,4674.88,778.48
2013-02-20,6,4.00,4929.16,820.86
2013-02-21,6,4.00,4929.16,820.86
2013-02-22,6,4.00,4966.84,827.14
2013-02-25,6,4.00,4948.00,824.00
2013-02-26,6,4.00,4985.68,830.28
2013-02-27,6,4.00,4976.26,828.71
2013-02-28,6,4.00,4957.42,825.57
2013-03-04,6,4.00,5183.38,863.23
2013-03-05,6,4.00,5173.96,861.66
2013-03-06,6,4.00,5089.24,847.54
2013-03-07,6,4.00,5051.56,841.26
2013-03-08,6,4.00,5164.60,860.10
2013-03-11,6,4.00,4976.26,828.71
2013-03-12,6,4.00,4929.16,820.86
2013-03-13,6,4.00,4985.68,830.28
2013-03-14,6,4.00,4957.42,825.57
2013-03-15,6,4.00,4966.84,827.14
2013-03-18,6,4.00,4976.26,828.71
2013-03-19,6,4.00,5145.76,856.96
2013-03-20,6,4.00,5070.40,844.40
2013-03-21,6,4.00,5108.08,850.68
2013-03-22,6,4.00,5183.38,863.23
2013-03-25,6,4.00,5098.66,849.11
2013-03-26,6,4.00,5023.30,836.55
2013-03-27,6,4.00,5089.24,847.54
2013-03-28,6,4.00,5051.56,841.26
2013-03-29,6,4.00,5221.06,869.51
2013-04-01,6,4.00,5541.28,922.88
2013-04-02,6,4.00,5418.82,902.47
2013-04-03,6,4.00,5418.82,902.47
2013-04-04,6,4.00,5399.98,899.33
2013-04-05,6,4.00,5390.56,897.76
2013-04-08,6,4.00,5230.48,871.08
2013-04-09,6,4.00,5221.06,869.51
2013-04-10,6,4.00,5126.92,853.82
2013-04-11,6,4.00,5277.58,878.93
2013-04-12,6,4.00,5503.60,916.60
2013-04-15,6,4.00,5418.82,902.47
2013-04-16,6,4.00,5739.04,955.84
2013-04-17,6,4.00,5578.90,929.15
2013-04-18,6,4.00,5465.92,910.32
2013-04-19,6,4.00,5484.76,913.46
2013-04-22,6,4.00,5447.08,907.18
