Date,Open,High,Low,Close,Adj Close,Volume
2012-06-19,76435,78161,76435,77377,77377,165862
2012-06-20,78475,78632,77691,77691,77691,150444
2012-06-21,77063,78946,77063,78162,78162,157051
2012-06-22,78004,78004,74708,75494,75494,227959
2012-06-25,75336,75493,73610,74081,74081,148915
2012-06-26,73767,74238,72197,73453,73453,187679
2012-06-27,73453,76121,72197,76122,76122,223954
2012-06-28,76592,78161,75493,76906,76906,166444
2012-06-29,75807,78475,75807,78476,78476,142547
2012-07-02,76906,77377,76121,76592,76592,156875
2012-07-03,76435,78475,76435,77534,77534,171767
2012-07-04,78475,81143,78318,80830,80830,288548
2012-07-05,80045,81928,80045,81929,81929,111494
2012-07-06,81928,81928,79731,80830,80830,159671
2012-07-09,80830,82870,79260,82714,82714,217974
2012-07-10,80830,81457,78318,79731,79731,286341
2012-07-11,79103,80359,78789,79574,79574,111176
2012-07-12,79731,80987,77377,77377,77377,161291
2012-07-13,78789,80516,78004,79731,79731,199327
2012-07-16,81143,81614,79260,79418,79418,142428
2012-07-17,80359,80673,78475,78633,78633,121626
2012-07-18,78632,80516,77848,79731,79731,100550
2012-07-19,81143,84439,80202,84440,84440,295322
2012-07-20,83811,85538,83341,83498,83498,167300
2012-07-23,82870,85224,81614,85068,85068,138756
2012-07-24,85224,85538,82556,84283,84283,183901
2012-07-25,82870,84753,82713,83812,83812,115245
2012-07-26,82870,83812,81457,81458,81458,188676
2012-07-27,82242,86480,82085,86323,86323,212019
2012-07-30,85695,86323,83498,84597,84597,210694
2012-07-31,83969,89619,82870,86323,86323,293805
2012-08-01,85381,88206,85381,86951,86951,100006
2012-08-02,87579,89462,85538,85853,85853,119540
2012-08-03,86480,88677,85695,86010,86010,171732
2012-08-06,86794,87265,83969,85382,85382,231403
2012-08-07,84282,84439,81143,82400,82400,341172
2012-08-08,82399,83341,81928,82871,82871,282396
2012-08-09,82556,83184,80516,82714,82714,432954
2012-08-10,81457,81771,78318,78633,78633,615430
2012-08-13,78632,79103,76435,77377,77377,419804
2012-08-14,78161,79731,77848,79731,79731,414775
2012-08-16,80673,81300,79731,80673,80673,224596
2012-08-17,80673,81143,80045,80673,80673,175462
2012-08-20,81300,82556,80987,82400,82400,158141
2012-08-21,82713,83027,81457,82243,82243,162801
2012-08-22,82713,83184,81928,82086,82086,147934
2012-08-23,82556,84126,82556,83812,83812,254516
2012-08-24,82085,83184,80673,81301,81301,249199
2012-08-27,82556,83498,82399,83341,83341,152372
2012-08-28,84126,84910,81928,81929,81929,167877
2012-08-29,81928,82556,80359,81301,81301,261242
2012-08-30,80673,82713,80202,82557,82557,196741
2012-08-31,82556,82713,81457,81458,81458,139919
2012-09-03,81300,82085,79103,81615,81615,142893
2012-09-04,80673,83969,80202,83184,83184,223495
2012-09-05,83184,84282,81614,81615,81615,125331
2012-09-06,81928,83969,81771,83969,83969,148462
2012-09-07,84126,85224,82399,82714,82714,156306
2012-09-10,83184,83341,81457,81458,81458,77936
2012-09-11,81771,83498,80987,83184,83184,88240
2012-09-12,83341,87265,83184,87108,87108,298121
2012-09-13,86951,87422,86009,86951,86951,219401
2012-09-14,86794,88206,86480,87736,87736,266233
2012-09-17,86323,86637,83341,83812,83812,274938
2012-09-18,83812,85067,83655,84440,84440,101117
2012-09-19,85224,87265,84753,85382,85382,155733
2012-09-20,86009,87892,85381,86951,86951,112413
2012-09-21,87265,88363,86323,86951,86951,134627
2012-09-24,87264,90874,86637,89305,89305,160770
2012-09-25,89619,91502,85852,86323,86323,222329
2012-09-26,85695,86009,84439,84911,84911,145080
2012-09-27,84597,87892,84597,86794,86794,99967
2012-09-28,86794,91816,86166,91189,91189,358282
2012-10-02,91188,91345,87735,87736,87736,239167
2012-10-04,87265,88206,86009,86323,86323,317557
2012-10-05,87579,89305,86480,88835,88835,283727
2012-10-08,88520,89148,86480,87265,87265,227776
2012-10-09,87265,87892,86323,86323,86323,202132
2012-10-10,85695,86951,85067,85225,85225,198789
2012-10-11,84596,88049,84596,86951,86951,323198
2012-10-12,86480,86951,84596,84597,84597,236113
2012-10-15,85067,86794,84753,86637,86637,250004
2012-10-16,86794,87892,85067,87108,87108,162569
2012-10-17,86951,87108,84596,84597,84597,254260
2012-10-18,84596,85067,80045,80359,80359,536192
2012-10-19,79574,81771,78632,80516,80516,413314
2012-10-22,78789,81614,78632,81615,81615,198099
2012-10-23,80673,81771,78789,80045,80045,268393
2012-10-24,79260,83184,78946,81458,81458,448247
2012-10-25,81457,83184,80830,82871,82871,184706
2012-10-26,80045,80516,76592,78162,78162,631632
2012-10-29,79103,79260,78004,78319,78319,159978
2012-10-30,79103,79260,76906,77691,77691,201164
2012-10-31,78161,80359,77848,79261,79261,148710
2012-11-01,79103,79731,78004,79418,79418,213923
2012-11-02,80045,80045,78161,78162,78162,167450
2012-11-05,78318,80202,78161,80045,80045,199878
2012-11-06,80045,80673,79417,79889,79889,150647
2012-11-07,80045,81614,79103,79574,79574,191533
2012-11-08,80359,82242,80045,81615,81615,392972
2012-11-09,81300,81614,79417,79889,79889,245900
2012-11-12,80830,80987,79103,80673,80673,172910
2012-11-13,80987,80987,78475,78790,78790,167257
2012-11-14,79731,79731,72982,74081,74081,584967
2012-11-15,72668,75807,72354,75651,75651,330862
2012-11-16,75650,76749,74708,76592,76592,218414
2012-11-19,75964,77691,75807,77534,77534,93226
2012-11-20,79731,82399,79731,82400,82400,344324
2012-11-21,83184,83655,81300,82086,82086,353202
2012-11-22,83027,83027,81300,82243,82243,190098
2012-11-23,81771,83655,81614,83341,83341,281983
2012-11-26,83498,83812,82085,83184,83184,142227
2012-11-27,83184,83812,80045,80830,80830,316521
2012-11-28,80359,80830,78475,80359,80359,261137
2012-11-29,81143,81143,78789,79731,79731,239210
2012-11-30,79260,80987,79103,79104,79104,231722
2012-12-03,80202,82242,79417,82243,82243,155662
2012-12-04,81614,83341,80987,82714,82714,272804
2012-12-05,82713,83498,78475,79418,79418,400439
2012-12-06,79417,79417,72982,73140,73140,679597
2012-12-07,73767,75336,73767,74709,74709,367171
2012-12-10,74237,76435,73767,75965,75965,266718
2012-12-11,75179,76749,75179,75965,75965,193842
2012-12-12,75964,76435,72511,73767,73767,470627
2012-12-13,74081,75179,73296,75180,75180,333973
2012-12-14,74395,75650,73453,74081,74081,267532
2012-12-17,74395,74865,71099,71256,71256,369530
2012-12-18,71726,72511,69372,72512,72512,343800
2012-12-20,73453,73453,67489,67960,67960,650790
2012-12-21,68273,71256,68273,71256,71256,337032
2012-12-24,71256,73296,70785,72198,72198,249844
2012-12-26,73139,73139,70628,70942,70942,163005
2012-12-27,70942,71883,69529,70628,70628,152404
2012-12-28,70785,71883,70157,71256,71256,177147
2013-01-02,72354,72982,71256,71413,71413,154535
2013-01-03,71883,72825,68744,69373,69373,356250
2013-01-04,69529,71099,69215,71099,71099,234701
2013-01-07,72040,75493,71883,75337,75337,404906
2013-01-08,75336,75807,74081,74395,74395,198565
2013-01-09,75022,75336,72982,73297,73297,147909
2013-01-10,72825,73453,70785,71884,71884,235270
2013-01-11,72825,72982,70785,71727,71727,170096
2013-01-14,71412,74865,70628,74395,74395,241336
2013-01-15,73296,74395,72040,73610,73610,240676
2013-01-16,74395,75336,72511,72826,72826,184490
2013-01-17,72982,74081,72354,73610,73610,131904
2013-01-18,74081,74395,72825,74395,74395,199066
2013-01-21,75022,76592,74081,76279,76279,362688
2013-01-22,76592,77848,75650,77377,77377,355938
2013-01-23,77377,78475,76749,77691,77691,198321
2013-01-24,78004,78161,76906,77534,77534,134192
2013-01-25,77533,78004,75336,78005,78005,172910
2013-01-28,78318,78789,77220,78162,78162,136694
2013-01-29,78318,78318,75336,76122,76122,239685
2013-01-30,76278,77377,75650,76749,76749,195082
2013-01-31,76278,77377,75022,75651,75651,219159
2013-02-01,75964,77533,75964,77220,77220,209171
2013-02-04,78318,78318,75807,76279,76279,112056
2013-02-05,73924,75022,72040,72669,72669,398162
2013-02-06,72040,72511,69215,71099,71099,448172
2013-02-07,71883,75336,70000,73297,73297,661508
2013-02-08,73767,75650,73767,74081,74081,365567
2013-02-12,74708,75493,72825,73767,73767,190114
2013-02-13,74551,76592,74081,76435,76435,176236
2013-02-14,76906,78004,75807,76279,76279,183484
2013-02-15,77533,77533,76278,77377,77377,116201
2013-02-18,77848,78161,76749,77063,77063,96916
2013-02-19,77533,78161,76592,77848,77848,139704
2013-02-20,78475,82399,78475,82086,82086,425793
2013-02-21,82085,82713,80987,82086,82086,195343
2013-02-22,82556,83812,81928,82714,82714,273490
2013-02-25,82713,83027,81614,82400,82400,130065
2013-02-26,81771,83498,81771,83028,83028,188307
2013-02-27,83812,83969,81928,82871,82871,88984
2013-02-28,83341,83812,81300,82557,82557,180142
2013-03-04,84282,86637,84282,86323,86323,340339
2013-03-05,87892,88677,86166,86166,86166,197976
2013-03-06,86009,86637,84753,84754,84754,146668
2013-03-07,83655,85381,82713,84126,84126,238971
2013-03-08,85538,86951,84596,86010,86010,148588
2013-03-11,85695,86480,81614,82871,82871,381953
2013-03-12,83812,84439,81300,82086,82086,314925
2013-03-13,82085,83027,80830,83028,83028,214688
2013-03-14,83184,83498,81928,82557,82557,149477
2013-03-15,83341,84126,82713,82714,82714,149647
2013-03-18,83027,84597,81928,82871,82871,126283
2013-03-19,83812,86323,83655,85696,85696,181293
2013-03-20,85852,86323,83812,84440,84440,153006
2013-03-21,85852,86323,84439,85068,85068,130448
2013-03-22,85852,86480,84753,86323,86323,150783
2013-03-25,86323,86323,84597,84911,84911,120876
2013-03-26,85224,85381,83498,83655,83655,154192
2013-03-27,83655,85067,82556,84754,84754,161836
2013-03-28,85381,85381,84126,84126,84126,118433
2013-03-29,85381,87892,84753,86951,86951,237188
2013-04-01,87892,92758,87422,92288,92288,315284
2013-04-02,93229,93386,90090,90247,90247,199228
2013-04-03,90874,91345,88049,90247,90247,249503
2013-04-04,90247,91188,88677,89933,89933,185030
2013-04-05,89619,93543,88834,89776,89776,276533
2013-04-08,90718,90718,86009,87108,87108,248196
2013-04-09,85852,87579,83027,86951,86951,260933
2013-04-10,87108,87892,84910,85382,85382,164791
2013-04-11,86009,88520,84910,87893,87893,146664
2013-04-12,89148,92444,88834,91660,91660,257672
2013-04-15,91188,92758,90247,90247,90247,143075
2013-04-16,90718,95897,89933,95584,95584,314680
2013-04-17,95583,96368,92287,92915,92915,215281
2013-04-18,92601,94641,90874,91032,91032,228528
2013-04-19,90561,92915,90404,91346,91346,217204
2013-04-22,90404,91659,89933,90718,90718,313923
2013-04-23,91659,92130,89148,91346,91346,303292
2013-04-24,92915,92915,90561,90718,90718,282191
2013-04-25,90718,91659,89933,90875,90875,173600
2013-04-26,91031,91973,89933,89933,89933,128792
2013-04-29,90874,90874,89619,90090,90090,131456
2013-04-30,90874,93700,90718,92915,92915,325483
2013-05-02,94170,95740,93700,94171,94171,356464
2013-05-03,95269,95740,93072,93857,93857,193356
2013-05-06,94328,95269,93229,93229,93229,143821
2013-05-07,92758,94641,92444,92915,92915,132253
2013-05-08,92601,94798,92601,94328,94328,161402
2013-05-09,93700,94484,89776,90561,90561,436377
2013-05-10,90718,92758,90718,91189,91189,256125
2013-05-13,91188,91973,88363,91660,91660,302757
2013-05-14,89776,91502,89462,90718,90718,246085
2013-05-15,90404,92915,89776,91974,91974,399662
2013-05-16,93229,100449,93072,98880,98880,445540
2013-05-20,99193,101547,98251,98252,98252,261725
2013-05-21,99193,101390,98879,100135,100135,216338
2013-05-22,100449,100919,99193,99507,99507,202164
2013-05-23,98722,99036,96682,96996,96996,223077
2013-05-24,98408,99036,96839,98252,98252,154689
2013-05-27,97153,98722,96995,97938,97938,93546
2013-05-28,98722,100762,98251,98880,98880,225378
2013-05-29,98879,99978,98408,99821,99821,138565
2013-05-30,99036,99193,95897,96368,96368,281745
2013-05-31,96996,97937,94327,95741,95741,174745
2013-06-03,95740,95740,93543,93543,93543,205400
2013-06-04,93543,94327,91816,91817,91817,225957
2013-06-05,92444,94013,91816,92915,92915,286072
2013-06-07,94170,94484,89933,91032,91032,243631
2013-06-10,91031,93229,90561,92602,92602,117014
2013-06-11,92130,94484,91502,94485,94485,178937
2013-06-12,94013,94484,91502,91817,91817,125140
2013-06-13,91188,91502,87735,87736,87736,386306
2013-06-14,88834,89619,87735,88207,88207,184466
2013-06-17,88834,89148,85224,88050,88050,196372
2013-06-18,87892,90561,85852,90090,90090,230150
2013-06-19,90874,90874,87264,87736,87736,118105
2013-06-20,85067,85695,83812,84911,84911,262317
2013-06-21,82713,86323,82556,86323,86323,165330
2013-06-24,85538,86794,84439,85068,85068,102050
2013-06-25,85695,86951,83184,84597,84597,178686
2013-06-26,86637,87264,85067,86637,86637,173542
2013-06-27,87892,89305,86951,86951,86951,222275
2013-06-28,87735,91973,87422,91189,91189,330174
2013-07-01,90404,91973,89148,91032,91032,136750
2013-07-02,91188,94013,90247,91974,91974,197390
2013-07-03,93229,94641,91031,91503,91503,173330
2013-07-04,91502,91816,89619,91189,91189,160260
2013-07-05,91345,92601,90090,90404,90404,98693
2013-07-08,90404,92287,90090,91189,91189,118776
2013-07-09,92287,92758,90090,92759,92759,107661
2013-07-10,93072,93229,87579,87893,87893,360679
2013-07-11,89305,91659,89148,91032,91032,183732
2013-07-12,90247,91031,89148,91032,91032,154141
2013-07-15,90561,90561,88520,89933,89933,123843
2013-07-16,90404,92758,89462,91817,91817,136976
2013-07-17,91816,92758,90404,91974,91974,121540
2013-07-18,91659,93072,90247,90404,90404,167697
2013-07-19,90090,90561,88520,88835,88835,189465
2013-07-22,89776,89933,86951,87108,87108,211980
2013-07-23,87579,89619,87108,88992,88992,238953
2013-07-24,89462,89776,85067,86637,86637,379031
2013-07-25,87264,89462,86794,87893,87893,388462
2013-07-26,90561,95112,89933,94485,94485,679772
2013-07-29,94170,94955,90404,92131,92131,1249690
2013-08-29,92130,98439,86322,96136,96136,2021372
2013-08-30,94934,94934,89426,89427,89427,752698
2013-09-02,89426,91830,89426,90028,90028,329233
2013-09-03,89627,90528,88725,88726,88726,257085
2013-09-04,88525,89827,86622,87524,87524,278622
2013-09-05,88325,92030,88225,91430,91430,292076
2013-09-06,92130,92731,89727,91430,91430,156276
2013-09-09,92130,98940,92130,97338,97338,400716
2013-09-10,100142,104147,98439,104148,104148,368758
2013-09-11,102745,104147,100542,102545,102545,370812
2013-09-12,104748,107151,104548,105149,105149,574147
2013-09-13,104348,106350,102745,104348,104348,198641
2013-09-16,107752,108553,103747,105950,105950,198212
2013-09-17,104348,106150,104147,104949,104949,175903
2013-09-23,106350,108153,106350,108153,108153,340548
2013-09-24,108153,108954,107151,108754,108754,240406
2013-09-25,111157,112359,109955,111158,111158,276352
2013-09-26,110156,111558,107352,110757,110757,221180
2013-09-27,110556,111758,110156,111158,111158,126677
2013-09-30,110156,112159,109755,111558,111558,159608
2013-10-01,111157,112960,110556,111558,111558,151553
2013-10-02,111558,111958,109555,110957,110957,184024
2013-10-04,109555,110757,106951,109555,109555,236514
2013-10-07,110156,112359,108954,109756,109756,183850
2013-10-08,110757,114562,108754,114563,114563,179651
2013-10-10,113961,114562,112359,113761,113761,431058
2013-10-11,115563,117166,114562,116565,116565,325979
2013-10-14,116164,118167,115563,116165,116165,191530
2013-10-15,119169,127981,119169,126580,126580,317347
2013-10-16,125578,126178,118968,119169,119169,479503
2013-10-17,121171,123375,118568,122173,122173,306522
2013-10-18,124176,131786,123975,128182,128182,405828
2013-10-21,131186,137595,130384,133189,133189,404139
2013-10-22,133589,133789,129383,131186,131186,222701
2013-10-23,130184,130785,122373,123776,123776,351174
2013-10-24,123775,126379,121772,123776,123776,232384
2013-10-25,125177,126980,120370,121572,121572,278875
2013-10-28,122373,127781,121372,127781,127781,215861
2013-10-29,127180,127180,123775,126179,126179,197043
2013-10-30,125978,126178,121772,126179,126179,195459
2013-10-31,124176,124776,118167,119570,119570,452214
2013-11-01,118167,122774,117566,121172,121172,172568
2013-11-04,121372,122173,117366,117366,117366,152787
2013-11-05,117566,120971,117566,119570,119570,163233
2013-11-06,120170,120971,115764,116165,116165,185984
2013-11-07,116164,118568,113360,116766,116766,305956
2013-11-08,118768,119369,112159,112159,112159,260888
2013-11-11,114562,116765,112559,116165,116165,186469
2013-11-12,117566,123575,115964,122974,122974,198410
2013-11-13,122573,123975,118167,120170,120170,147703
2013-11-14,122774,125578,121572,124176,124176,178801
2013-11-15,125578,125578,122573,125578,125578,141299
2013-11-18,126178,126379,123575,125178,125178,88570
2013-11-19,121973,123775,121572,123776,123776,186171
2013-11-20,129583,129583,124576,126179,126179,220581
2013-11-21,126178,127380,123975,125178,125178,118269
2013-11-22,126379,127981,124376,127381,127381,115473
2013-11-25,127981,129784,127380,127381,127381,127479
2013-11-26,127781,130384,126379,127180,127180,177117
2013-11-27,127781,132788,125578,132788,132788,173092
2013-11-28,135592,141801,135191,139398,139398,314991
2013-11-29,140198,140599,136593,138597,138597,118937
2013-12-02,138596,139998,136794,137595,137595,91407
2013-12-03,137394,141400,136794,137395,137395,155123
2013-12-04,136994,138997,133589,134791,134791,132496
2013-12-05,136393,137995,134590,135392,135392,168092
2013-12-06,136393,144004,136193,142202,142202,185636
2013-12-09,142602,144004,141200,142001,142001,155213
2013-12-10,142802,145806,140799,142001,142001,165716
2013-12-11,144204,144605,142001,143604,143604,97273
2013-12-12,143803,145005,141200,143003,143003,106611
2013-12-13,144605,145806,140198,140800,140800,199074
2013-12-16,141801,143203,140399,141801,141801,129241
2013-12-17,143002,148210,142602,146608,146608,173970
2013-12-18,146607,147208,141400,142202,142202,236337
2013-12-19,144605,147409,142402,146207,146207,167957
2013-12-20,148009,148610,144404,147409,147409,139824
2013-12-23,148610,149211,147008,148210,148210,127860
2013-12-24,150213,150413,147008,147009,147009,136578
2013-12-26,147008,147208,142802,143003,143003,168497
2013-12-27,144805,148210,144404,147009,147009,105659
2013-12-30,143603,145606,143403,145006,145006,117875
2014-01-02,148009,148610,145005,145206,145206,110009
2014-01-03,145205,145205,138997,139999,139999,220469
2014-01-06,141200,142802,138396,139999,139999,185826
2014-01-07,140399,141801,139998,140199,140199,144233
2014-01-08,143002,145606,137394,140199,140199,228388
2014-01-09,139197,139798,134390,134391,134391,213980
2014-01-10,132588,138596,132588,138196,138196,198161
2014-01-13,139197,140399,132988,134190,134190,189724
2014-01-14,133789,137394,132588,133589,133589,196391
2014-01-15,134991,139197,133589,138797,138797,157559
2014-01-16,141000,144404,140399,144205,144205,161840
2014-01-17,144204,144404,141801,143203,143203,93805
2014-01-20,143203,145806,143002,143604,143604,73545
2014-01-21,143403,143403,139798,140199,140199,111129
2014-01-22,140198,141200,138796,141000,141000,118586
2014-01-23,140999,142001,139197,140199,140199,62770
2014-01-24,140999,140999,135191,135993,135993,337903
2014-01-27,130384,133990,128782,131987,131987,284528
2014-01-28,132187,135792,131786,135592,135592,111497
2014-01-29,136193,137394,134590,135192,135192,137304
2014-02-03,136593,138596,135191,135392,135392,167725
2014-02-04,132187,134791,131786,133389,133389,135734
2014-02-05,134991,138396,134190,137996,137996,152309
2014-02-06,144204,152015,143603,148010,148010,428072
2014-02-07,150413,151214,146407,150413,150413,186951
2014-02-10,150012,150813,147008,147009,147009,132548
2014-02-11,147809,149612,146607,147609,147609,98646
2014-02-12,148811,149211,146407,148411,148411,68665
2014-02-13,148410,149812,146407,149813,149813,97347
2014-02-14,149812,151414,148610,150213,150213,104309
2014-02-17,151815,153617,149612,150013,150013,97916
2014-02-18,150813,151214,148610,150614,150614,52034
2014-02-19,150613,151615,148410,150213,150213,74998
2014-02-20,143803,146607,137595,137996,137996,689602
2014-02-21,137795,144004,137595,141200,141200,482903
2014-02-24,142802,143002,135191,136994,136994,261609
2014-02-25,138596,149011,137194,147209,147209,481506
2014-02-26,150613,152215,148811,152216,152216,353521
2014-02-27,152215,160026,149812,158625,158625,279006
2014-02-28,161028,164232,159826,163632,163632,286484
2014-03-03,162230,165634,159025,162831,162831,266398
2014-03-04,161829,165434,161629,164634,164634,94149
2014-03-05,166836,171643,166235,170642,170642,149905
2014-03-06,176250,176250,166636,167438,167438,205735
2014-03-07,168238,170041,165034,165435,165435,122436
2014-03-10,166836,171643,166235,170842,170842,132318
2014-03-11,173045,175649,168238,170241,170241,110850
2014-03-12,169440,171042,162630,162631,162631,187692
2014-03-13,163031,168038,162630,167638,167638,157489
2014-03-14,163832,166636,160026,162230,162230,183126
2014-03-17,160828,164633,158625,160428,160428,131136
2014-03-18,162830,165634,159426,164033,164033,132649
2014-03-19,166836,170241,165234,166837,166837,130911
2014-03-20,167838,169039,162630,163232,163232,114445
2014-03-21,163231,164032,159025,161028,161028,123767
2014-03-24,161228,167237,161028,167037,167037,95084
2014-03-25,162430,164032,157623,158625,158625,255123
2014-03-26,159626,160427,154218,159626,159626,163658
2014-03-27,153617,156021,152015,154820,154820,309056
2014-03-28,153818,157223,153217,156222,156222,193305
2014-03-31,156421,157022,153417,155020,155020,158323
2014-04-01,154218,157022,153818,156222,156222,158804
2014-04-02,158825,162430,158024,161229,161229,209329
2014-04-03,161629,163231,159826,160828,160828,123499
2014-04-04,156021,159426,156021,158224,158224,161559
2014-04-07,153017,154018,147409,148010,148010,443232
2014-04-08,144805,150012,144204,148611,148611,275706
2014-04-09,152015,152416,149812,149813,149813,158217
2014-04-10,155220,155620,151414,153217,153217,193150
2014-04-11,147208,149011,147008,148411,148411,172831
2014-04-14,147809,150613,147208,148811,148811,99708
2014-04-15,149812,150413,146407,147009,147009,114950
2014-04-16,148210,150813,147809,150213,150213,124110
2014-04-17,150213,150213,146207,147609,147609,144491
2014-04-18,148009,151214,147809,150213,150213,120779
2014-04-21,150613,152015,150012,151615,151615,48567
2014-04-22,155019,158825,153617,158825,158825,196086
2014-04-23,159826,159826,156221,156222,156222,92763
2014-04-24,158224,159626,155220,155621,155621,118003
2014-04-25,154218,155420,149011,149813,149813,157838
2014-04-28,147609,148210,145606,147009,147009,134655
2014-04-29,145606,148009,145406,146207,146207,99445
2014-04-30,147008,148811,146207,147810,147810,121174
2014-05-02,149612,150413,148009,148010,148010,114257
2014-05-07,145406,147208,142201,146408,146408,154821
2014-05-08,146607,148210,141200,141200,141200,292020
2014-05-09,139998,141801,135191,138396,138396,410148
2014-05-12,138796,144805,138796,144004,144004,195021
2014-05-13,148210,150213,146607,150013,150013,205812
2014-05-14,148811,151815,148009,151815,151815,158199
2014-05-15,152416,155420,151615,152616,152616,211820
2014-05-16,151615,153217,149011,150614,150614,158975
2014-05-19,149812,151214,145606,147209,147209,142060
2014-05-20,147409,151615,147409,151415,151415,114076
2014-05-21,150213,156021,150012,154820,154820,171725
2014-05-22,156221,157823,154619,155821,155821,131424
2014-05-23,155821,156221,154619,155420,155420,53916
2014-05-26,150012,153417,148610,149212,149212,209440
2014-05-27,149011,152416,148610,151214,151214,134968
2014-05-28,151815,155821,151214,155821,155821,121774
